"Date" "CSpd" "Spd1" "Spd2" "Spd3" "Spd4" "Spd1Lag1" "Spd2Lag1" "Spd3Lag1" "Spd4Lag1" "Spd1sin1" "Spd1cos1" "bin1" "Dir1"
"2002/6/25/6" 3.3 3.3714 4.9455 3.5316 5.3136 2.3636 5.1615 3.0081 5.2021 -1.0376150 -3.207755 9 191.95
"2002/6/25/12" 4.4 3.5826 4.7507 4.0778 4.9455 3.3714 4.9455 3.5316 5.3136 3.3687332 -1.219287 10 202.98
"2002/6/25/18" 0.4 4.4570 3.8275 2.7152 3.3219 3.5826 4.7507 4.0778 4.9455 2.8489772 3.427562 13 289.72
"2002/6/26/0" 10.1 11.2218 9.8121 7.4029 6.9982 4.4570 3.8275 2.7152 3.3219 2.7115022 -10.889286 15 323.34
"2002/6/26/6" 7.8 8.4410 5.4078 7.9572 8.1256 11.2218 9.8121 7.4029 6.9982 -6.1899136 5.738942 1 5.46
"2002/6/26/12" 4.5 3.6890 1.7799 7.1169 5.0606 8.4410 5.4078 7.9572 8.1256 0.0502772 3.688657 1 12.58
"2002/6/26/18" 4.7 1.8014 1.6267 5.8198 5.2310 3.6890 1.7799 7.1169 5.0606 0.1259950 1.796988 1 0.07
"2002/6/27/0" 5.5 3.5817 4.6108 4.7048 3.1410 1.8014 1.6267 5.8198 5.2310 3.5660428 0.334535 2 26.61
"2002/6/27/6" 4.6 6.2134 4.1248 2.8360 1.5170 3.5817 4.6108 4.7048 3.1410 -5.8913909 -1.974298 5 104.92
"2002/6/27/12" 2.5 5.0994 2.6543 1.7231 4.6992 6.2134 4.1248 2.8360 1.5170 -0.5094800 5.073885 7 138.13
"2002/6/27/18" 8.9 6.6830 4.8122 2.0869 1.0003 5.0994 2.6543 1.7231 4.6992 2.0493289 -6.361033 7 141.06
"2002/6/28/0" 9.1 6.8769 5.4214 4.1871 1.7982 6.6830 4.8122 2.0869 1.0003 5.2558733 4.434811 7 139.10
"2002/6/28/6" 10.5 10.2044 10.2532 8.3925 6.4008 6.8769 5.4214 4.1871 1.7982 -10.0374019 1.838571 7 155.69
"2002/6/28/12" 13.6 12.5943 14.3150 12.5858 10.9407 10.2044 10.2532 8.3925 6.4008 5.7842825 11.187425 8 163.84
"2002/6/28/18" 15.0 9.2404 9.6396 9.9904 9.9714 12.5943 14.3150 12.5858 10.9407 -3.0431013 -8.724937 8 166.84
"2002/6/29/0" 18.8 12.6972 8.7435 14.1020 11.9248 9.2404 9.6396 9.9904 9.9714 -12.0715187 3.936664 9 187.24
"2002/6/29/6" 15.4 12.4668 9.1763 12.6739 12.7075 12.6972 8.7435 14.1020 11.9248 -7.3047350 -10.102571 9 185.98
"2002/6/29/12" 13.3 14.9179 8.3192 15.0282 10.7829 12.4668 9.1763 12.6739 12.7075 5.4120002 13.901582 9 195.15
"2002/6/29/18" 15.6 11.4320 8.0007 10.5013 8.1898 14.9179 8.3192 15.0282 10.7829 8.5429597 -7.596609 9 184.51
"2002/6/30/0" 17.2 15.2515 10.5531 15.1074 13.2829 11.4320 8.0007 10.5013 8.1898 6.9610770 -13.570249 9 184.88
"2002/6/30/6" 18.1 10.0666 7.2804 15.7716 13.4344 15.2515 10.5531 15.1074 13.2829 7.0167827 7.218116 9 195.55
"2002/6/30/12" 12.9 8.2267 8.8594 13.5900 8.0560 10.0666 7.2804 15.7716 13.4344 -8.2262341 0.087554 13 274.90
"2002/6/30/18" 6.8 6.0887 8.0621 5.6843 8.3986 8.2267 8.8594 13.5900 8.0560 -5.9568730 -1.260131 14 312.38
"2002/7/1/0" 2.1 1.7231 5.7949 2.2134 7.7755 6.0887 8.0621 5.6843 8.3986 -1.5456128 -0.761679 3 54.52
"2002/7/1/6" 8.8 9.0261 7.3880 4.6545 2.4743 1.7231 5.7949 2.2134 7.7755 4.6535606 -7.734006 7 140.83
"2002/7/1/12" 12.7 12.7888 11.9616 12.8532 12.0450 9.0261 7.3880 4.6545 2.4743 -12.3075444 -3.475307 8 167.80
"2002/7/1/18" 10.4 7.1045 7.4696 9.8770 2.8279 12.7888 11.9616 12.8532 12.0450 5.3774162 -4.642986 13 272.46
"2002/7/2/0" 8.3 8.4028 10.9850 5.6619 12.9113 7.1045 7.4696 9.8770 2.8279 -5.6558292 6.214390 16 351.12
"2002/7/2/6" 6.4 2.3778 4.1036 1.2011 6.0318 8.4028 10.9850 5.6619 12.9113 -0.1383661 2.373771 4 75.34
"2002/7/2/12" 6.2 9.7032 3.8578 7.6974 3.2011 2.3778 4.1036 1.2011 6.0318 4.8733328 -8.390633 5 90.58
"2002/7/2/18" 6.3 2.4366 4.3437 1.5028 3.5638 9.7032 3.8578 7.6974 3.2011 0.9498533 2.243836 1 19.25
"2002/7/3/0" 5.1 3.2583 6.3152 1.2061 5.5437 2.4366 4.3437 1.5028 3.5638 -3.0656728 -1.103707 1 10.65
"2002/7/3/6" 5.7 7.1076 3.1334 4.3572 4.3044 3.2583 6.3152 1.2061 5.5437 6.7960730 2.081194 1 13.84
"2002/7/3/12" 3.8 6.5478 1.6667 5.3433 3.3121 7.1076 3.1334 4.3572 4.3044 5.4978338 -3.556334 4 71.26
"2002/7/3/18" 8.8 4.8112 2.0646 3.3327 4.4312 6.5478 1.6667 5.3433 3.3121 -3.0411477 -3.728145 5 110.64
"2002/7/4/0" 9.1 9.5441 4.5376 5.0447 4.3744 4.8112 2.0646 3.3327 4.4312 -4.3893649 -8.474864 6 123.00
"2002/7/4/6" 10.7 10.3082 10.3377 7.3192 7.4375 9.5441 4.5376 5.0447 4.3744 8.0713520 6.411885 6 120.28
"2002/7/4/12" 13.6 11.9838 9.4070 9.1350 9.8723 10.3082 10.3377 7.3192 7.4375 8.0631709 -8.865480 7 153.20
"2002/7/4/18" 17.3 12.1028 10.7562 7.5469 7.7291 11.9838 9.4070 9.1350 9.8723 11.8205606 -2.598483 8 165.15
"2002/7/5/0" 14.0 13.8088 12.4440 9.9812 10.7823 12.1028 10.7562 7.5469 7.7291 4.6570500 12.999802 8 169.99
"2002/7/5/6" 15.9 12.9217 12.6677 10.5689 13.4602 13.8088 12.4440 9.9812 10.7823 -4.5036121 12.111474 8 169.29
"2002/7/5/12" 13.2 15.6911 10.5311 14.7051 12.8054 12.9217 12.6677 10.5689 13.4602 -8.3605361 13.278255 9 200.50
"2002/7/5/18" 18.4 12.1236 8.0119 11.5380 13.2713 15.6911 10.5311 14.7051 12.8054 3.2432249 11.681745 8 176.20
"2002/7/6/0" 17.5 7.4358 4.3539 14.2156 10.4374 12.1236 8.0119 11.5380 13.2713 7.0986579 2.213635 10 221.18
"2002/7/6/6" 9.2 3.8804 5.9219 11.5998 4.4075 7.4358 4.3539 14.2156 10.4374 -0.9331126 -3.766538 9 191.88
"2002/7/6/12" 4.2 1.6106 9.8857 9.6135 2.9397 3.8804 5.9219 11.5998 4.4075 1.1057275 -1.171068 10 209.73
"2002/7/6/18" 4.2 4.1143 6.2313 2.4051 5.5050 1.6106 9.8857 9.6135 2.9397 1.3679078 -3.880244 6 115.90
"2002/7/7/0" 7.7 5.4619 10.4309 6.0890 7.5253 4.1143 6.2313 2.4051 5.5050 -4.5376776 3.040038 6 118.40
"2002/7/7/6" 7.1 8.5441 8.1411 8.7101 5.7790 5.4619 10.4309 6.0890 7.5253 6.0163280 -6.066749 8 159.44
"2002/7/7/12" 9.6 6.0084 6.8246 5.7147 4.2950 8.5441 8.1411 8.7101 5.7790 4.3038117 -4.192622 6 134.29
"2002/7/7/18" 8.7 6.1849 6.6633 6.2151 7.4270 6.0084 6.8246 5.7147 4.2950 3.3605042 -5.192302 8 165.93
"2002/7/8/0" 5.2 3.9096 4.8128 6.8949 6.0147 6.1849 6.6633 6.2151 7.4270 3.8738061 -0.527824 12 265.60
"2002/7/8/6" 6.9 6.6045 6.5822 2.2627 4.4098 3.9096 4.8128 6.8949 6.0147 6.3164430 1.929240 15 328.00
"2002/7/8/12" 7.7 7.2095 5.1681 6.9386 9.8286 6.6045 6.5822 2.2627 4.4098 -3.5920289 6.250937 16 357.62
"2002/7/8/18" 4.7 2.3135 1.9951 5.9137 4.8704 7.2095 5.1681 6.9386 9.8286 -2.1297555 0.903562 1 17.68
"2002/7/9/0" 5.9 2.9770 5.8826 4.5922 4.2964 2.3135 1.9951 5.9137 4.8704 2.8297500 0.924686 4 70.37
"2002/7/9/6" 8.4 7.4062 8.3531 5.4061 7.4978 2.9770 5.8826 4.5922 4.2964 -2.5684216 6.946583 5 106.46
"2002/7/9/12" 12.1 5.5351 6.1882 4.6232 4.9546 7.4062 8.3531 5.4061 7.4978 5.1231625 -2.095361 5 102.49
"2002/7/9/18" 5.1 0.8481 1.5606 2.0786 4.2424 5.5351 6.1882 4.6232 4.9546 0.7401491 0.414069 15 315.22
"2002/7/10/0" 5.2 5.6010 4.1798 3.9227 5.6896 0.8481 1.5606 2.0786 4.2424 0.1120125 5.599880 1 0.02
"2002/7/10/6" 9.4 7.6602 4.9229 0.9095 8.1535 5.6010 4.1798 3.9227 5.6896 -3.3729505 -6.877635 15 324.04
"2002/7/10/12" 9.8 13.8562 7.5786 9.3945 11.7177 7.6602 4.9229 0.9095 8.1535 8.6827891 -10.798308 15 329.19
"2002/7/10/18" 15.8 9.2102 8.1041 6.3785 10.5150 13.8562 7.5786 9.3945 11.7177 -4.3534595 -8.116352 14 311.51
"2002/7/11/0" 11.1 12.2039 10.1180 9.5089 10.8733 9.2102 8.1041 6.3785 10.5150 9.9973320 6.999181 1 0.96
"2002/7/11/6" 12.4 7.8586 6.9601 7.8609 9.2955 12.2039 10.1180 9.5089 10.8733 2.5550620 -7.431639 1 21.66
"2002/7/11/12" 8.7 8.0419 5.9990 7.5840 5.5589 7.8586 6.9601 7.8609 9.2955 6.0478140 -5.300576 1 21.14
"2002/7/11/18" 6.3 4.8876 3.4497 5.5022 3.6880 8.0419 5.9990 7.5840 5.5589 -2.1368491 -4.395738 2 35.01
"2002/7/12/0" 5.1 4.2014 3.7491 4.3113 2.5018 4.8876 3.4497 5.5022 3.6880 2.4935481 3.381417 4 88.60
"2002/7/12/6" 5.5 6.1774 6.7985 4.9217 4.7162 4.2014 3.7491 4.3113 2.5018 0.8837394 6.113859 7 150.94
"2002/7/12/12" 5.4 5.7288 7.2610 2.5461 5.7267 6.1774 6.7985 4.9217 4.7162 -5.3021138 -2.169502 8 173.97
"2002/7/12/18" 8.6 5.6921 5.2223 3.8618 4.4554 5.7288 7.2610 2.5461 5.7267 -5.5262062 -1.364202 8 161.55
"2002/7/13/0" 5.8 4.4222 4.9910 4.6066 4.1104 5.6921 5.2223 3.8618 4.4554 -3.5927868 -2.578320 7 142.32
"2002/7/13/6" 6.7 7.9049 6.4513 5.5535 4.5868 4.4222 4.9910 4.6066 4.1104 7.5747879 -2.260538 8 177.79
"2002/7/13/12" 9.6 10.6712 8.1991 7.8904 7.3963 7.9049 6.4513 5.5535 4.5868 -10.3951586 -2.411470 9 192.98
"2002/7/13/18" 7.8 5.0459 3.9973 4.4102 2.5951 10.6712 8.1991 7.8904 7.3963 3.6112452 -3.524204 8 171.99
"2002/7/14/0" 7.1 4.5208 4.3437 3.6052 2.5284 5.0459 3.9973 4.4102 2.5951 1.4937175 4.266901 7 144.85
"2002/7/14/6" 7.6 8.6945 8.1125 7.7037 6.2365 4.5208 4.3437 3.6052 2.5284 -2.5592207 -8.309315 8 160.52
"2002/7/14/12" 9.1 8.2062 5.7528 8.9833 4.7383 8.6945 8.1125 7.7037 6.2365 4.3425027 6.963073 9 182.77
"2002/7/14/18" 9.9 6.5217 5.8128 5.3693 3.1296 8.2062 5.7528 8.9833 4.7383 -1.1243182 6.424055 7 144.34
"2002/7/15/0" 10.6 8.1841 8.0120 7.6914 6.0631 6.5217 5.8128 5.3693 3.1296 6.0284671 -5.535077 7 153.11
"2002/7/15/6" 13.2 10.6015 9.9910 10.6212 8.1056 8.1841 8.0120 7.6914 6.0631 7.2819173 7.704900 8 164.12
"2002/7/15/12" 11.4 12.4963 10.7272 12.1081 10.2656 10.6015 9.9910 10.6212 8.1056 12.4462385 1.117435 9 196.26
"2002/7/15/18" 11.5 10.2147 8.5316 9.7742 12.6592 12.4963 10.7272 12.1081 10.2656 -10.2044542 0.457394 8 168.12
"2002/7/16/0" 12.7 11.2361 9.6160 11.3177 12.8970 10.2147 8.5316 9.7742 12.6592 -5.8651916 9.583813 8 175.38
"2002/7/16/6" 13.7 10.6966 4.3666 11.5187 9.1775 11.2361 9.6160 11.3177 12.8970 -10.6300851 -1.191026 9 180.53
"2002/7/16/12" 9.8 14.0596 4.8816 14.3333 10.3304 10.6966 4.3666 11.5187 9.1775 0.8669208 14.032847 10 213.69
"2002/7/16/18" 7.2 4.3643 4.8055 7.2824 2.9160 14.0596 4.8816 14.3333 10.3304 2.6660995 3.455290 8 164.02
"2002/7/17/6" 8.8 5.8322 7.7910 8.6575 4.2972 4.3643 4.8055 7.2824 2.9160 3.8032493 4.421521 8 157.79
"2002/7/17/12" 7.4 5.0977 5.2188 8.3718 4.0024 5.8322 7.7910 8.6575 4.2972 4.2384463 2.832334 10 214.61
"2002/7/17/18" 10.8 4.7559 8.1958 3.3407 7.2210 5.0977 5.2188 8.3718 4.0024 -0.8580387 4.677858 4 81.50
"2002/7/18/0" 14.3 5.7494 8.0314 4.7448 5.2448 4.7559 8.1958 3.3407 7.2210 3.3525603 -4.670754 5 103.05
"2002/7/18/6" 8.9 6.3710 9.8401 6.2134 9.9581 5.7494 8.0314 4.7448 5.2448 -5.3518208 3.456538 5 112.10
"2002/7/18/12" 11.5 3.6268 8.9285 4.9733 7.4353 6.3710 9.8401 6.2134 9.9581 1.2929490 3.388504 3 50.63
"2002/7/18/18" 9.3 0.8632 5.4595 2.2202 6.1287 3.6268 8.9285 4.9733 7.4353 -0.7665007 -0.396977 3 54.50
"2002/7/19/0" 5.0 3.0017 4.1112 3.1651 2.6164 0.8632 5.4595 2.2202 6.1287 0.8499261 -2.878859 3 53.12
"2002/7/19/6" 6.2 6.1177 3.8271 7.3475 4.0526 3.0017 4.1112 3.1651 2.6164 -6.0545585 -0.876684 4 86.25
"2002/7/19/12" 4.1 4.9949 4.1956 5.5148 4.0300 6.1177 3.8271 7.3475 4.0526 3.1459298 3.879710 3 57.23
"2002/7/19/18" 7.4 6.3400 4.3643 6.5753 4.3376 4.9949 4.1956 5.5148 4.0300 5.5595393 -3.047478 5 96.32
"2002/7/20/0" 8.2 5.6438 5.0413 6.8952 6.4360 6.3400 4.3643 6.5753 4.3376 1.9854140 5.283049 6 119.74
"2002/7/20/6" 10.4 8.2332 8.8604 8.5596 7.4081 5.6438 5.0413 6.8952 6.4360 -7.8252986 -2.559352 6 130.06
"2002/7/20/12" 6.1 5.5127 6.0182 4.3329 4.6305 8.2332 8.8604 8.5596 7.4081 5.3375856 1.378420 9 202.38
"2002/7/20/18" 4.3 2.6233 4.3401 5.5541 6.0149 5.5127 6.0182 4.3329 4.6305 -2.4416993 0.959066 13 287.83
"2002/7/21/0" 2.8 5.8664 7.5744 2.8815 5.9955 2.6233 4.3401 5.5541 6.0149 -3.0801409 -4.992733 15 330.42
"2002/7/21/6" 5.0 5.6150 10.3802 2.9127 7.1530 5.8664 7.5744 2.8815 5.9955 -4.5998577 -3.220176 16 355.96
"2002/7/21/12" 8.9 9.7049 9.6149 4.5888 9.5534 5.6150 10.3802 2.9127 7.1530 9.0453461 3.516646 1 1.20
"2002/7/21/18" 7.0 8.4154 7.2121 7.1124 9.2176 9.7049 9.6149 4.5888 9.5534 3.3822139 -7.705815 16 342.02
"2002/7/22/0" 3.0 6.8882 9.9263 8.8284 9.6182 8.4154 7.2121 7.1124 9.2176 -5.8636325 3.614570 16 350.84
"2002/7/22/6" 10.2 6.5001 10.0987 7.1834 9.9136 6.8882 9.9263 8.8284 9.6182 -5.3840816 3.641836 14 306.90
"2002/7/22/12" 10.8 8.1836 10.3266 6.7940 10.2133 6.5001 10.0987 7.1834 9.9136 7.0054461 4.230252 15 321.47
"2002/7/22/18" 7.1 4.6149 7.5769 7.5055 9.3332 8.1836 10.3266 6.7940 10.2133 -1.3760093 -4.404986 15 330.17
"2002/7/23/0" 5.4 5.8686 4.9017 7.8290 7.5711 4.6149 7.5769 7.5055 9.3332 -5.7071197 -1.367205 2 29.61
"2002/7/23/6" 5.2 7.5504 3.5759 4.5308 1.7038 5.8686 4.9017 7.8290 7.5711 6.0026940 4.579979 5 101.45
"2002/7/23/12" 4.2 6.2151 5.0985 3.1015 1.9434 7.5504 3.5759 4.5308 1.7038 -1.7292817 -5.969678 7 154.22
"2002/7/23/18" 9.8 9.2966 6.4658 6.5463 3.2266 6.2151 5.0985 3.1015 1.9434 9.2921698 0.286969 7 139.77
"2002/7/24/0" 10.9 9.1943 8.0077 9.0017 6.5354 9.2966 6.4658 6.5463 3.2266 7.7291973 -4.979424 6 134.09
"2002/7/24/6" 13.9 6.7938 6.7066 8.7386 6.3842 9.1943 8.0077 9.0017 6.5354 4.1913996 -5.346764 7 146.99
"2002/7/24/12" 9.4 8.8169 4.9118 12.6059 9.0921 6.7938 6.7066 8.7386 6.3842 1.4117549 8.703142 8 176.09
"2002/7/24/18" 5.1 4.4977 3.6719 10.3343 7.9074 8.8169 4.9118 12.6059 9.0921 -3.5209841 -2.798567 8 179.97
"2002/7/25/0" 4.2 0.4967 0.1991 7.9799 5.5008 4.4977 3.6719 10.3343 7.9074 -0.1750243 -0.464841 10 217.13
"2002/7/25/6" 9.6 3.3219 3.6052 6.0027 2.4048 0.4967 0.1991 7.9799 5.5008 -1.0741295 3.143448 14 313.83
"2002/7/25/12" 6.2 3.9671 4.2720 5.0977 3.3714 3.3219 3.6052 6.0027 2.4048 3.3045490 -2.194957 14 303.75
"2002/7/25/18" 5.2 3.8558 6.0788 5.3674 7.5779 3.9671 4.2720 5.0977 3.3714 3.2214422 -2.118845 12 253.48
"2002/7/26/0" 4.8 5.6184 4.6149 3.4709 4.1881 3.8558 6.0788 5.3674 7.5779 4.8345381 2.862457 12 264.93
"2002/7/26/6" 4.4 5.3100 1.9384 4.6252 1.6766 5.6184 4.6149 3.4709 4.1881 -4.7500341 2.373452 12 250.22
"2002/7/26/12" 7.8 9.3720 4.4528 9.6559 0.9049 5.3100 1.9384 4.6252 1.6766 -5.9696081 -7.224830 11 236.31
"2002/7/26/18" 9.0 9.2636 5.5039 7.0554 3.9034 9.3720 4.4528 9.6559 0.9049 -5.4345329 -7.502009 10 223.68
"2002/7/27/0" 8.1 6.6463 7.7984 5.2223 7.1007 9.2636 5.5039 7.0554 3.9034 5.2357629 4.093909 8 164.27
"2002/7/27/6" 10.2 6.1807 6.8684 6.7004 6.5901 6.6463 7.7984 5.2223 7.1007 4.3222652 4.418040 9 189.27
"2002/7/27/12" 5.6 9.2079 5.8761 7.3335 8.4723 6.1807 6.8684 6.7004 6.5901 -7.1029940 5.859428 11 237.88
"2002/7/27/18" 5.4 4.8375 1.9293 3.7513 4.4612 9.2079 5.8761 7.3335 8.4723 3.0786758 3.731375 13 277.15
"2002/7/28/0" 5.3 5.8893 9.3625 7.0378 8.2559 4.8375 1.9293 3.7513 4.4612 4.2560826 -4.070579 14 310.21
"2002/7/28/6" 7.9 4.7797 5.3800 1.8444 4.3554 5.8893 9.3625 7.0378 8.2559 4.5579026 1.439116 4 70.38
"2002/7/28/12" 7.0 8.6805 4.4547 7.4993 7.8062 4.7797 5.3800 1.8444 4.3554 6.3130548 -5.957887 2 27.46
"2002/7/28/18" 5.0 2.2834 1.2011 2.6712 1.2061 8.6805 4.4547 7.4993 7.8062 2.2159180 -0.551020 3 52.08
"2002/7/29/0" 4.4 2.1955 4.4881 3.8615 4.2186 2.2834 1.2011 2.6712 1.2061 -0.3774353 -2.162814 15 330.04
"2002/7/29/6" 2.7 0.7050 5.5257 1.1147 5.0907 2.1955 4.4881 3.8615 4.2186 -0.6639369 -0.237092 12 261.98
"2002/7/29/12" 6.1 5.1815 6.6006 2.9727 3.5348 0.7050 5.5257 1.1147 5.0907 -2.1948668 4.693666 12 250.89
"2002/7/29/18" 5.8 6.4170 2.4145 7.9589 4.8877 5.1815 6.6006 2.9727 3.5348 -3.8327534 -5.146639 10 217.41
"2002/7/30/0" 7.9 8.2344 9.2260 7.9506 7.9049 6.4170 2.4145 7.9589 4.8877 -6.5425811 -4.999998 13 280.52
"2002/7/30/6" 5.8 2.0797 4.1631 5.9015 1.0154 8.2344 9.2260 7.9506 7.9049 -1.0400434 1.800961 6 125.14
"2002/7/30/12" 5.5 1.7690 7.7440 8.8286 2.5506 2.0797 4.1631 5.9015 1.0154 1.0608444 1.415617 6 132.59
"2002/7/30/18" 8.2 7.4445 5.4228 4.4674 6.6154 1.7690 7.7440 8.8286 2.5506 -7.3894522 0.903646 2 36.25
"2002/7/31/0" 7.6 6.1566 3.9034 5.0199 3.4497 7.4445 5.4228 4.4674 6.6154 -0.4344653 -6.141251 5 97.46
"2002/7/31/6" 10.6 8.8220 10.6029 7.0468 8.5706 6.1566 3.9034 5.0199 3.4497 2.3981239 -8.489799 6 128.53
"2002/7/31/12" 7.2 3.9621 7.7609 9.2584 7.7077 8.8220 10.6029 7.0468 8.5706 0.5469358 -3.924168 6 134.95
"2002/7/31/18" 8.9 1.8845 1.4548 5.0663 2.6901 3.9621 7.7609 9.2584 7.7077 -1.8581245 -0.314187 10 211.89
"2002/8/1/0" 6.6 3.7210 3.0377 3.7206 2.3027 1.8845 1.4548 5.0663 2.6901 -3.5780805 1.021362 2 23.84
"2002/8/1/6" 13.1 10.3606 12.8355 0.6355 7.5666 3.7210 3.0377 3.7206 2.3027 9.0881736 -4.974649 16 353.93
"2002/8/1/12" 15.2 21.5272 13.6196 16.0101 13.0962 10.3606 12.8355 0.6355 7.5666 -21.4288934 2.054962 16 344.10
"2002/8/1/18" 12.8 7.8881 10.0954 8.9365 10.6879 21.5272 13.6196 16.0101 13.0962 7.8511139 0.762976 14 309.35
"2002/8/2/0" 8.5 7.6693 8.7872 6.7913 8.4598 7.8881 10.0954 8.9365 10.6879 -0.8606015 7.620861 15 320.33
"2002/8/2/6" 4.7 2.0262 5.2780 5.4646 6.1988 7.6693 8.7872 6.7913 8.4598 1.0728426 1.718865 16 339.85
"2002/8/2/12" 2.4 0.2221 3.3847 2.9019 3.7609 2.0262 5.2780 5.4646 6.1988 -0.1921126 0.111450 10 206.30
"2002/8/2/18" 8.1 11.5424 3.8271 5.0183 2.9962 0.2221 3.3847 2.9019 3.7609 -6.9699541 -9.200366 7 142.02
"2002/8/3/0" 11.9 9.6881 7.7926 3.9833 2.6279 11.5424 3.8271 5.0183 2.9962 -9.2390686 -2.915286 7 148.92
"2002/8/3/6" 13.8 13.2352 12.5747 9.8609 8.2665 9.6881 7.7926 3.9833 2.6279 -0.8195280 -13.209803 7 154.00
"2002/8/3/12" 14.1 10.0731 10.3382 10.9478 11.3354 13.2352 12.5747 9.8609 8.2665 -9.0651891 4.392003 7 155.96
"2002/8/3/18" 4.4 4.2373 0.1425 9.4598 6.7981 10.0731 10.3382 10.9478 11.3354 -3.9410910 1.556442 10 225.00
"2002/8/4/0" 8.7 8.0640 8.0666 0.4473 3.5528 4.2373 0.1425 9.4598 6.7981 1.2591372 -7.965091 16 348.56
"2002/8/4/6" 11.7 8.6384 6.5306 3.8627 6.3046 8.0640 8.0666 0.4473 3.5528 8.6031641 0.779437 1 20.33
"2002/8/4/12" 9.1 11.4211 9.0513 8.9450 9.0394 8.6384 6.5306 3.8627 6.3046 -11.3996899 0.698996 1 17.34
"2002/8/4/18" 11.6 6.1669 5.5921 5.9941 7.1033 11.4211 9.0513 8.9450 9.0394 -4.7503003 -3.932595 2 41.72
"2002/8/5/0" 9.7 6.8454 6.5161 6.5310 5.0918 6.1669 5.5921 5.9941 7.1033 5.9154072 -3.444918 3 64.93
"2002/8/5/6" 8.9 6.2809 6.6065 7.0043 6.4557 6.8454 6.5161 6.5310 5.0918 -4.6829312 4.185673 4 80.84
"2002/8/5/12" 9.9 7.6808 10.0602 9.4158 8.4923 6.2809 6.6065 7.0043 6.4557 0.6030206 7.657092 4 81.76
"2002/8/5/18" 11.9 7.2060 7.4963 6.2656 6.1719 7.6808 10.0602 9.4158 8.4923 -3.2879722 -6.412151 5 91.58
"2002/8/6/0" 11.2 9.8646 8.7612 8.4410 6.9269 7.2060 7.4963 6.2656 6.1719 8.3503623 -5.251836 5 96.38
"2002/8/6/6" 11.4 10.3187 11.0153 9.4578 10.6564 9.8646 8.7612 8.4410 6.9269 -5.0746863 8.984605 5 106.30
"2002/8/6/12" 14.2 7.8105 12.0820 7.6022 11.8104 10.3187 11.0153 9.4578 10.6564 7.2558618 -2.890740 7 140.18
"2002/8/6/18" 9.2 9.9549 10.1519 11.4844 10.6412 7.8105 12.0820 7.6022 11.8104 9.2596729 -3.654927 7 146.46
"2002/8/7/0" 11.6 8.3251 9.6176 9.9481 11.1540 9.9549 10.1519 11.4844 10.6412 3.7223906 7.446549 7 151.26
"2002/8/7/6" 14.6 11.5048 10.3592 9.5879 9.4191 8.3251 9.6176 9.9481 11.1540 -10.7625824 4.065371 7 155.87
"2002/8/7/12" 14.3 14.4600 9.1197 13.4489 10.0888 11.5048 10.3592 9.5879 9.4191 13.8161262 4.266879 9 196.05
"2002/8/8/12" 12.2 12.8858 5.4144 13.3461 8.6697 14.4600 9.1197 13.4489 10.0888 12.5275467 3.017353 9 189.83
"2002/8/8/18" 8.3 6.2357 6.4453 9.4100 10.3561 12.8858 5.4144 13.3461 8.6697 4.5043037 4.312216 8 164.17
"2002/8/9/0" 12.0 6.8073 5.9034 14.0773 10.9337 6.2357 6.4453 9.4100 10.3561 6.1201959 2.980358 9 183.33
"2002/8/9/6" 12.1 3.1874 5.0173 8.2187 5.5906 6.8073 5.9034 14.0773 10.9337 -3.1737748 0.294401 10 212.15
"2002/8/9/12" 8.7 8.3400 10.5973 8.4244 8.3181 3.1874 5.0173 8.2187 5.5906 7.6349754 3.356002 13 283.90
"2002/8/9/18" 6.6 5.7390 7.5600 3.5089 5.9425 8.3400 10.5973 8.4244 8.3181 -2.3500015 -5.235801 14 292.59
"2002/8/10/0" 6.6 7.9220 7.9363 8.7777 7.4761 5.7390 7.5600 3.5089 5.9425 -6.8377306 -4.000441 13 274.36
"2002/8/10/6" 12.0 9.7398 6.9983 6.9307 5.6881 7.9220 7.9363 8.7777 7.4761 7.0289574 6.742215 12 264.70
"2002/8/10/12" 12.3 13.6352 10.2672 11.3821 8.6558 9.7398 6.9983 6.9307 5.6881 -10.6078686 -8.566902 13 274.21
"2002/8/10/18" 11.6 9.2942 6.5176 11.2757 6.7455 13.6352 10.2672 11.3821 8.6558 5.3197913 7.621153 12 258.22
"2002/8/11/0" 5.3 4.3920 7.6418 6.5176 8.6342 9.2942 6.5176 11.2757 6.7455 -1.3076862 -4.192806 14 311.32
"2002/8/11/6" 6.9 4.1190 0.2999 5.0077 3.0229 4.3920 7.6418 6.5176 8.6342 -4.1111856 0.253602 8 174.42
"2002/8/11/12" 10.5 9.9016 8.7800 7.8700 4.3068 4.1190 0.2999 5.0077 3.0229 -8.6491819 4.820097 9 181.15
"2002/8/11/18" 8.5 7.3055 2.7590 9.5995 4.6984 9.9016 8.7800 7.8700 4.3068 1.0022565 7.236423 9 182.35
"2002/8/12/0" 5.6 3.2652 4.7171 11.7500 3.6344 7.3055 2.7590 9.5995 4.6984 2.3045103 -2.313172 10 203.42
"2002/8/12/6" 11.3 10.7823 12.9242 1.7998 5.9577 3.2652 4.7171 11.7500 3.6344 -10.1212765 3.717224 15 331.79
"2002/8/12/12" 11.3 14.9196 13.6780 10.8239 10.5216 10.7823 12.9242 1.7998 5.9577 8.3097892 12.391201 14 314.75
